est,conf.up,conf.low,trend,index,dummy0,isSig
-0.6176868969642302,-0.3657010631084516,-0.8696727308200088,1,NCOPspring,0,1
-0.5352074835113746,-0.3391871263496854,-0.7312278406730637,1,NCOPsummerlag1,0,1
-0.07513457854991903,0.0624463377821969,-0.212715494882035,1,BEUTI_33N,0,0
-0.5569339828153873,-0.5062877920669515,-0.6075801735638233,1,BEUTI_39N,0,1
-0.2109541764771371,-0.20844370384381958,-0.2134646491104547,1,CUTI_33N,0,1
-0.5507322819404937,-0.48789142604174573,-0.6135731378392416,1,CUTI_39N,0,1
-0.19289465900476147,-0.156166170529433,-0.22962314748008986,1,OC_LUSI_33N,0,1
0.15413887940613816,0.2063657608944437,0.10191199791783262,1,OC_STI_33N,0,1
0.23506805219187465,0.2818835958460027,0.18825250853774658,1,RREAS_Myctophids,0,1
0.3556213083828029,0.3403559695865838,0.370886647179022,1,RREAS_YOYsardine,0,1
0.00421070974363337,0.04761792860637348,-0.03919650911910677,1,age1SprSardmeanWAA,0,0
0.06992984826098396,0.1532871442907172,-0.013427447768749212,1,meanSSBwt,0,0
-0.684966820376449,-0.6004692094904094,-0.7694644312624885,1,ZM_NorCal,0,1
-0.5196991007648937,-0.4880364352799883,-0.5513617662497989,1,ZM_SoCal,0,1
0.21092582644837451,0.1289307425523815,0.2929209103443674,1,sardRec,0,1
-0.15067485480082105,-0.3513001526774478,0.049950443075805706,1,anchBioSmrySeas1,0,0
0.5083508033070929,0.5389319847757245,0.47776962183846144,1,summerSST,0,1
0.18970421791335557,0.21026725433313287,0.16914118149357832,1,avgOffTransspring,0,1
-0.24479026404460713,-0.18180440778643578,-0.3077761203027787,1,avgOffTranssummer,0,1
-0.10713748539169003,-0.030042844800480334,-0.1842321259828997,1,sprRelOffTrans,0,1
-0.12781086236855807,-0.08675440749646293,-0.16886731724065313,1,sumRelOffTrans,0,1
0.22250675595505737,0.3158151639780118,0.12919834793210294,1,meanK,0,1
-0.3310042957222457,-0.26164315816881323,-0.4003654332756782,1,OC_LUSI_39N,0,1
0.23273833488176823,0.2386326015701546,0.22684406819338176,1,sardSpawnHab,0,1
0.6224983094025388,0.767368511253433,0.47762810755164453,1,sardNurseHab,0,1
0.7078910660919776,0.7899439088831146,0.6258382233008406,1,springSST,0,1
-0.19694116326751043,-0.28718866347673006,-0.10669366305829073,1,randTest,0,1
-0.14294732226893705,-0.08463185471341474,-0.20126278982445936,2,NCOPspring,0,1
-0.04057354954420399,0.14387248800500294,-0.2250195870934109,2,NCOPsummerlag1,0,0
-0.03291765548363329,0.5078156046598702,-0.5736509156271368,2,BEUTI_33N,0,0
-0.23025099083564954,0.351077954526788,-0.8115799361980872,2,BEUTI_39N,0,0
0.05990527682733064,0.7188107904388062,-0.5990002367841449,2,CUTI_33N,0,0
-0.15061983314751975,0.5157572381150383,-0.8169969044100777,2,CUTI_39N,0,0
-0.06225084948958187,1.1015648515015286,-1.2260665504806922,2,OC_LUSI_33N,0,0
0.014808685459293848,0.8323945011050294,-0.8027771301864417,2,OC_STI_33N,0,0
0.12462104437730832,0.8809837709048509,-0.6317416821502343,2,RREAS_Myctophids,0,0
0.15437937645315908,1.4575037005209273,-1.1487449476146092,2,RREAS_YOYsardine,0,0
0.19195811801871038,1.0804159432526814,-0.6964997072152608,2,age1SprSardmeanWAA,0,0
0.037103363522661484,1.4075142673441796,-1.333307540298857,2,meanSSBwt,0,0
-0.13578026253254313,0.7682882308857226,-1.0398487559508087,2,ZM_NorCal,0,0
0.055479258484253204,0.929804132969845,-0.8188456160013384,2,ZM_SoCal,0,0
-0.1278393147198618,0.5623880195746083,-0.818066649014332,2,sardRec,0,0
-0.4208076543709315,0.5247371114910747,-1.3663524202329378,2,anchBioSmrySeas1,0,0
0.09842847730226018,1.3112735965545088,-1.1144166419499886,2,summerSST,0,0
0.1745677772548368,0.9222796247862156,-0.5731440702765422,2,avgOffTransspring,0,0
-0.046277456344827154,0.8137540626814896,-0.9063089753711437,2,avgOffTranssummer,0,0
-0.06578761317255152,0.4264661246369167,-0.5580413509820197,2,sprRelOffTrans,0,0
0.024424172628658702,1.389770924104496,-1.3409225788471786,2,sumRelOffTrans,0,0
-0.04775204618417478,0.9147229092614961,-1.0102270016298456,2,meanK,0,0
-0.03206948791927698,0.5429721582053532,-0.607111134043907,2,OC_LUSI_39N,0,0
-0.11381732911900981,1.5591695702827473,-1.7868042285207668,2,sardSpawnHab,0,0
0.07409355964226777,0.5528868847885426,-0.4046997655040072,2,sardNurseHab,0,0
0.1210412998245914,1.0714194196351858,-0.8293368199860032,2,springSST,0,0
-0.2212093345055247,0.8611959665452291,-1.3036146355562785,2,randTest,0,0
0.21765922279604472,0.1288649792687481,0.30645346632334136,3,NCOPspring,0,1
0.11699162141437086,-0.07165506323574353,0.3056383060644852,3,NCOPsummerlag1,0,0
0.2846320590131426,0.2826019690911745,0.28666214893511066,3,BEUTI_33N,0,1
0.19180976424578697,0.15466847513458606,0.2289510533569879,3,BEUTI_39N,0,1
0.2541000038794722,0.07453392241030055,0.43366608534864365,3,CUTI_33N,0,1
0.12752163561049093,0.1232489267554937,0.13179434446548827,3,CUTI_39N,0,1
0.20289547102386732,0.30196630526847845,0.10382463677925621,3,OC_LUSI_33N,0,1
-0.16670478941857408,-0.13290422728653226,-0.20050535155061594,3,OC_STI_33N,0,1
-0.032702889357925646,-0.0943419318000267,0.02893615308417547,3,RREAS_Myctophids,0,0
-0.0822448308840884,0.009208081928258352,-0.17369774369643504,3,RREAS_YOYsardine,0,0
