YEAR,MONTH,COUNTRY,REGION,SUB_REGION,PORT_AREA,FISHERY,MT,FAO_CODE,SUB_POP
2013,3,USA,CA,SCA,So. California,DIR,25.344,CHP,NSP
2013,4,USA,CA,SCA,So. California,DIR,700.95,CHP,NSP
2013,5,USA,CA,SCA,So. California,DIR,1576.068,CHP,SSP
2013,6,USA,CA,SCA,So. California,DIR,246.434,CHP,SSP
2013,7,USA,CA,SCA,So. California,DIR,37.33,CHP,SSP
2013,8,USA,CA,SCA,So. California,DIR,738.215,CHP,SSP
2013,9,USA,CA,SCA,So. California,DIR,561.447,CHP,SSP
2013,10,USA,CA,SCA,So. California,DIR,1412.042,CHP,SSP
2013,11,USA,CA,SCA,So. California,DIR,846.173,CHP,SSP
2013,12,USA,CA,SCA,So. California,DIR,62.918,CHP,NSP
2013,1,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2013,2,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2013,3,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2013,4,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2013,5,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2013,6,USA,OR,OR,Oregon,DIR,149.345,CHP,NSP
2013,7,USA,OR,OR,Oregon,DIR,10307.088,CHP,NSP
2013,7,USA,OR,OR,Oregon,EFP,1460,CHP,NSP
2013,8,USA,OR,OR,Oregon,DIR,10108.126,CHP,NSP
2013,9,USA,OR,OR,Oregon,DIR,4248.316,CHP,NSP
2013,10,USA,OR,OR,Oregon,DIR,1475.406,CHP,NSP
2013,11,USA,OR,OR,Oregon,DIR,0.082,CHP,NSP
2013,12,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2013,1,USA,WA,WA,Washington,DIR,0,CHP,NSP
2013,2,USA,WA,WA,Washington,DIR,0,CHP,NSP
2013,3,USA,WA,WA,Washington,DIR,0,CHP,NSP
2013,4,USA,WA,WA,Washington,DIR,0,CHP,NSP
2013,5,USA,WA,WA,Washington,DIR,0,CHP,NSP
2013,6,USA,WA,WA,Washington,DIR,1421.439,CHP,NSP
2013,7,USA,WA,WA,Washington,DIR,13649.832,CHP,NSP
2013,7,USA,WA,WA,Washington,QNT,293.5,CHP,NSP
2013,8,USA,WA,WA,Washington,DIR,9342.329,CHP,NSP
2013,8,USA,WA,WA,Washington,QNT,291.99,CHP,NSP
2013,9,USA,WA,WA,Washington,DIR,3612.791,CHP,NSP
2013,10,USA,WA,WA,Washington,DIR,2428.496,CHP,NSP
2013,11,USA,WA,WA,Washington,DIR,0,CHP,NSP
2013,12,USA,WA,WA,Washington,DIR,0,CHP,NSP
2014,7,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2014,8,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2014,9,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2014,10,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2014,11,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2014,1,MÉXICO,BCN,ENS,Ensenada,DIR,1312.902,CHP,SSP
2014,2,MÉXICO,BCN,ENS,Ensenada,DIR,412.491,CHP,NSP
2014,3,MÉXICO,BCN,ENS,Ensenada,DIR,984,CHP,SSP
2014,4,MÉXICO,BCN,ENS,Ensenada,DIR,1152.42,CHP,SSP
2014,5,MÉXICO,BCN,ENS,Ensenada,DIR,3373.35,CHP,SSP
2014,6,MÉXICO,BCN,ENS,Ensenada,DIR,5694.522,CHP,SSP
2014,7,MÉXICO,BCN,ENS,Ensenada,DIR,7453.518,CHP,SSP
2014,8,MÉXICO,BCN,ENS,Ensenada,DIR,13691.95,CHP,SSP
2014,9,MÉXICO,BCN,ENS,Ensenada,DIR,17615.986,CHP,SSP
2014,10,MÉXICO,BCN,ENS,Ensenada,DIR,15628.98,CHP,SSP
2014,11,MÉXICO,BCN,ENS,Ensenada,DIR,15014.644,CHP,SSP
2014,12,MÉXICO,BCN,ENS,Ensenada,DIR,8061.253,CHP,SSP
2014,1,USA,CA,CCA,Monterey,DIR,753.783,CHP,NSP
2014,2,USA,CA,CCA,Monterey,DIR,1287.314,CHP,NSP
2014,3,USA,CA,CCA,Monterey,DIR,713.935,CHP,NSP
2014,4,USA,CA,CCA,Monterey,DIR,1612.241,CHP,NSP
2014,5,USA,CA,CCA,Monterey,DIR,35.982,CHP,NSP
2014,6,USA,CA,CCA,Monterey,DIR,0,CHP,NSP
2014,7,USA,CA,CCA,Monterey,DIR,38.843,CHP,NSP
2014,8,USA,CA,CCA,Monterey,DIR,1.288,CHP,NSP
2014,9,USA,CA,CCA,Monterey,DIR,1787.221,CHP,NSP
2014,10,USA,CA,CCA,Monterey,DIR,0,CHP,NSP
2014,11,USA,CA,CCA,Monterey,DIR,3.563,CHP,NSP
2014,12,USA,CA,CCA,Monterey,DIR,0,CHP,NSP
2014,1,USA,CA,SCA,Los Angeles,LIV,0.567,CHP,NSP
2014,4,USA,CA,SCA,Los Angeles,LIV,2.937,CHP,NSP
2014,5,USA,CA,SCA,Los Angeles,LIV,0.215,CHP,SSP
2014,6,USA,CA,SCA,Los Angeles,LIV,0.017,CHP,SSP
2014,7,USA,CA,SCA,Los Angeles,LIV,2.705,CHP,SSP
2014,8,USA,CA,SCA,Los Angeles,LIV,11.34,CHP,SSP
2014,9,USA,CA,SCA,Los Angeles,LIV,1.701,CHP,SSP
2014,11,USA,CA,SCA,Los Angeles,LIV,13.239,CHP,SSP
2014,1,USA,CA,SCA,San Diego,LIV,43.658,CHP,NSP
2014,2,USA,CA,SCA,San Diego,LIV,24.381,CHP,NSP
2014,3,USA,CA,SCA,San Diego,LIV,40.313,CHP,NSP
2014,4,USA,CA,SCA,San Diego,LIV,30.731,CHP,NSP
2014,5,USA,CA,SCA,San Diego,LIV,75.568,CHP,SSP
2014,6,USA,CA,SCA,San Diego,LIV,34.212,CHP,SSP
2014,7,USA,CA,SCA,San Diego,LIV,248.245,CHP,SSP
2014,8,USA,CA,SCA,San Diego,LIV,331.355,CHP,SSP
2014,9,USA,CA,SCA,San Diego,LIV,341.442,CHP,SSP
2014,10,USA,CA,SCA,San Diego,LIV,251.489,CHP,SSP
2014,11,USA,CA,SCA,San Diego,LIV,84.878,CHP,SSP
2014,12,USA,CA,SCA,San Diego,LIV,22.821,CHP,SSP
2014,1,USA,CA,SCA,So. California,DIR,72.426,CHP,NSP
2014,2,USA,CA,SCA,So. California,DIR,0.001,CHP,NSP
2014,3,USA,CA,SCA,So. California,DIR,136.715,CHP,NSP
2014,4,USA,CA,SCA,So. California,DIR,457.553,CHP,NSP
2014,5,USA,CA,SCA,So. California,DIR,542.62,CHP,SSP
2014,6,USA,CA,SCA,So. California,DIR,33.276,CHP,SSP
2014,7,USA,CA,SCA,So. California,DIR,41.255,CHP,SSP
2014,8,USA,CA,SCA,So. California,DIR,32.963,CHP,SSP
2014,9,USA,CA,SCA,So. California,DIR,108.87,CHP,SSP
2014,10,USA,CA,SCA,So. California,DIR,105.341,CHP,SSP
2014,11,USA,CA,SCA,So. California,DIR,3.25,CHP,SSP
2014,12,USA,CA,SCA,So. California,DIR,0,CHP,SSP
2014,1,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2014,2,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2014,3,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2014,4,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2014,5,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2014,6,USA,OR,OR,Oregon,DIR,0.036,CHP,NSP
2014,7,USA,OR,OR,Oregon,DIR,3990.329,CHP,NSP
2014,8,USA,OR,OR,Oregon,DIR,49.41,CHP,NSP
2014,9,USA,OR,OR,Oregon,DIR,3748.695,CHP,NSP
2014,10,USA,OR,OR,Oregon,DIR,0.01,CHP,NSP
2014,11,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2014,12,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2014,1,USA,WA,WA,Washington,DIR,0,CHP,NSP
2014,2,USA,WA,WA,Washington,DIR,0,CHP,NSP
2014,3,USA,WA,WA,Washington,DIR,0,CHP,NSP
2014,4,USA,WA,WA,Washington,DIR,0,CHP,NSP
2014,5,USA,WA,WA,Washington,DIR,0,CHP,NSP
2014,6,USA,WA,WA,Washington,DIR,907.972,CHP,NSP
2014,7,USA,WA,WA,Washington,DIR,3062.564,CHP,NSP
2014,8,USA,WA,WA,Washington,DIR,27.931,CHP,NSP
2014,8,USA,WA,WA,Washington,QNT,27.82,CHP,NSP
2014,9,USA,WA,WA,Washington,DIR,3785.355,CHP,NSP
2014,9,USA,WA,WA,Washington,QNT,524.71,CHP,NSP
2014,10,USA,WA,WA,Washington,DIR,0,CHP,NSP
2014,11,USA,WA,WA,Washington,DIR,0,CHP,NSP
2014,12,USA,WA,WA,Washington,DIR,0,CHP,NSP
2015,7,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2015,8,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2015,9,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2015,10,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2015,11,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2015,1,MÉXICO,BCN,ENS,Ensenada,DIR,3163.067,CHP,SSP
2015,2,MÉXICO,BCN,ENS,Ensenada,DIR,2060.868,CHP,SSP
2015,3,MÉXICO,BCN,ENS,Ensenada,DIR,1555.2,CHP,SSP
2015,4,MÉXICO,BCN,ENS,Ensenada,DIR,1837.979,CHP,SSP
2015,5,MÉXICO,BCN,ENS,Ensenada,DIR,1965.233,CHP,SSP
2015,6,MÉXICO,BCN,ENS,Ensenada,DIR,3870.033,CHP,SSP
2015,7,MÉXICO,BCN,ENS,Ensenada,DIR,5504.667,CHP,SSP
2015,8,MÉXICO,BCN,ENS,Ensenada,DIR,1957.993,CHP,SSP
2015,9,MÉXICO,BCN,ENS,Ensenada,DIR,4616.817,CHP,SSP
2015,10,MÉXICO,BCN,ENS,Ensenada,DIR,2512.37,CHP,SSP
2015,11,MÉXICO,BCN,ENS,Ensenada,DIR,1971.314,CHP,SSP
2015,12,MÉXICO,BCN,ENS,Ensenada,DIR,1816.561,CHP,SSP
2015,1,USA,CA,CCA,Monterey,DIR,290.75,CHP,NSP
2015,2,USA,CA,CCA,Monterey,DIR,0.91,CHP,NSP
2015,3,USA,CA,CCA,Monterey,DIR,20.99,CHP,NSP
2015,4,USA,CA,CCA,Monterey,DIR,298.41,CHP,NSP
2015,5,USA,CA,CCA,Monterey,DIR,103.34,CHP,NSP
2015,6,USA,CA,CCA,Monterey,DIR,13.31,CHP,NSP
2015,7,USA,CA,CCA,Monterey,INC,6.04,CHP,NSP
2015,8,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2015,9,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2015,10,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2015,11,USA,CA,CCA,Monterey,INC,0.09,CHP,NSP
2015,12,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2015,1,USA,CA,SCA,Los Angeles,LIV,0,CHP,SSP
2015,2,USA,CA,SCA,Los Angeles,LIV,0,CHP,SSP
2015,3,USA,CA,SCA,Los Angeles,LIV,0,CHP,SSP
2015,4,USA,CA,SCA,Los Angeles,LIV,4.678,CHP,SSP
2015,5,USA,CA,SCA,Los Angeles,LIV,4.457,CHP,SSP
2015,6,USA,CA,SCA,Los Angeles,LIV,7.48,CHP,SSP
2015,7,USA,CA,SCA,Los Angeles,LIV,1.91,CHP,SSP
2015,8,USA,CA,SCA,Los Angeles,LIV,0.748,CHP,SSP
2015,9,USA,CA,SCA,Los Angeles,LIV,2.295,CHP,SSP
2015,10,USA,CA,SCA,Los Angeles,LIV,3.438,CHP,SSP
2015,11,USA,CA,SCA,Los Angeles,LIV,0.998,CHP,SSP
2015,12,USA,CA,SCA,Los Angeles,LIV,0.082,CHP,SSP
2015,1,USA,CA,SCA,Oceanside,LIV,14.175,CHP,SSP
2015,2,USA,CA,SCA,Oceanside,LIV,8.392,CHP,SSP
2015,3,USA,CA,SCA,Oceanside,LIV,9.072,CHP,SSP
2015,4,USA,CA,SCA,Oceanside,LIV,15.366,CHP,SSP
2015,5,USA,CA,SCA,Oceanside,LIV,8.817,CHP,SSP
2015,6,USA,CA,SCA,Oceanside,LIV,25.878,CHP,SSP
2015,7,USA,CA,SCA,Oceanside,LIV,53.014,CHP,SSP
2015,8,USA,CA,SCA,Oceanside,LIV,55.991,CHP,SSP
2015,9,USA,CA,SCA,Oceanside,LIV,22.634,CHP,SSP
2015,10,USA,CA,SCA,Oceanside,LIV,11.748,CHP,SSP
2015,11,USA,CA,SCA,Oceanside,LIV,2.055,CHP,SSP
2015,12,USA,CA,SCA,Oceanside,LIV,4.309,CHP,SSP
2015,1,USA,CA,SCA,San Diego,LIV,58.316,CHP,SSP
2015,2,USA,CA,SCA,San Diego,LIV,58.429,CHP,SSP
2015,3,USA,CA,SCA,San Diego,LIV,70.024,CHP,SSP
2015,4,USA,CA,SCA,San Diego,LIV,110.111,CHP,SSP
2015,5,USA,CA,SCA,San Diego,LIV,79.612,CHP,SSP
2015,6,USA,CA,SCA,San Diego,LIV,157.058,CHP,SSP
2015,7,USA,CA,SCA,San Diego,LIV,365.446,CHP,SSP
2015,8,USA,CA,SCA,San Diego,LIV,458.405,CHP,SSP
2015,9,USA,CA,SCA,San Diego,LIV,219.002,CHP,SSP
2015,10,USA,CA,SCA,San Diego,LIV,107.956,CHP,SSP
2015,11,USA,CA,SCA,San Diego,LIV,26.422,CHP,SSP
2015,12,USA,CA,SCA,San Diego,LIV,27.902,CHP,SSP
2015,1,USA,CA,SCA,So. California,DIR,90.57,CHP,SSP
2015,2,USA,CA,SCA,So. California,DIR,221.79,CHP,SSP
2015,3,USA,CA,SCA,So. California,DIR,24.64,CHP,SSP
2015,4,USA,CA,SCA,So. California,DIR,548.12,CHP,SSP
2015,5,USA,CA,SCA,So. California,DIR,7.83,CHP,SSP
2015,6,USA,CA,SCA,So. California,DIR,18.4,CHP,SSP
2015,7,USA,CA,SCA,So. California,INC,2.3,CHP,SSP
2015,8,USA,CA,SCA,So. California,INC,10.07,CHP,SSP
2015,9,USA,CA,SCA,So. California,INC,9.88,CHP,SSP
2015,10,USA,CA,SCA,So. California,INC,13.16,CHP,SSP
2015,11,USA,CA,SCA,So. California,INC,18.8,CHP,SSP
2015,12,USA,CA,SCA,So. California,INC,2.35,CHP,SSP
2015,1,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2015,2,USA,OR,OR,Oregon,DIR,0,CHP,NSP
2015,3,USA,OR,OR,Oregon,DIR,1017.422,CHP,NSP
2015,4,USA,OR,OR,Oregon,DIR,1113.605,CHP,NSP
2015,5,USA,OR,OR,Oregon,DIR,0.136,CHP,NSP
2015,6,USA,OR,OR,Oregon,DIR,0.091,CHP,NSP
2015,7,USA,OR,OR,Oregon,INC,0.137,CHP,NSP
2015,8,USA,OR,OR,Oregon,INC,0.01,CHP,NSP
2015,9,USA,OR,OR,Oregon,INC,0,CHP,NSP
2015,10,USA,OR,OR,Oregon,INC,0.002,CHP,NSP
2015,11,USA,OR,OR,Oregon,INC,0,CHP,NSP
2015,12,USA,OR,OR,Oregon,INC,0,CHP,NSP
2015,1,USA,WA,WA,Washington,DIR,0,CHP,NSP
2015,2,USA,WA,WA,Washington,DIR,0,CHP,NSP
2015,3,USA,WA,WA,Washington,DIR,0,CHP,NSP
2015,4,USA,WA,WA,Washington,DIR,0,CHP,NSP
2015,5,USA,WA,WA,Washington,DIR,0.005,CHP,NSP
2015,6,USA,WA,WA,Washington,DIR,31.314,CHP,NSP
2015,6,USA,WA,WA,Washington,QNT,31.3,CHP,NSP
2015,7,USA,WA,WA,Washington,INC,0.001,CHP,NSP
2015,7,USA,WA,WA,Washington,QNT,66.1,CHP,NSP
2015,8,USA,WA,WA,Washington,INC,0,CHP,NSP
2015,9,USA,WA,WA,Washington,INC,0.027,CHP,NSP
2015,10,USA,WA,WA,Washington,INC,0.002,CHP,NSP
2015,11,USA,WA,WA,Washington,INC,0,CHP,NSP
2015,12,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,7,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2016,8,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2016,9,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2016,10,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2016,11,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2016,1,MÉXICO,BCN,ENS,Ensenada,DIR,1925.896,CHP,SSP
2016,2,MÉXICO,BCN,ENS,Ensenada,DIR,3287.247,CHP,SSP
2016,3,MÉXICO,BCN,ENS,Ensenada,DIR,3617.653,CHP,SSP
2016,4,MÉXICO,BCN,ENS,Ensenada,DIR,5799.484,CHP,SSP
2016,5,MÉXICO,BCN,ENS,Ensenada,DIR,2481.702,CHP,SSP
2016,6,MÉXICO,BCN,ENS,Ensenada,DIR,5178.19,CHP,SSP
2016,7,MÉXICO,BCN,ENS,Ensenada,DIR,4415.847,CHP,SSP
2016,8,MÉXICO,BCN,ENS,Ensenada,DIR,7741.266,CHP,SSP
2016,9,MÉXICO,BCN,ENS,Ensenada,DIR,1516.19,CHP,SSP
2016,10,MÉXICO,BCN,ENS,Ensenada,DIR,4034.765,CHP,SSP
2016,11,MÉXICO,BCN,ENS,Ensenada,DIR,11466.783,CHP,SSP
2016,12,MÉXICO,BCN,ENS,Ensenada,DIR,7270.696,CHP,SSP
2016,1,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2016,2,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2016,3,USA,CA,CCA,Monterey,INC,0.55,CHP,NSP
2016,4,USA,CA,CCA,Monterey,INC,0.5,CHP,NSP
2016,5,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2016,6,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2016,7,USA,CA,CCA,Monterey,INC,0.54,CHP,NSP
2016,8,USA,CA,CCA,Monterey,INC,4.74,CHP,NSP
2016,9,USA,CA,CCA,Monterey,INC,4.93,CHP,NSP
2016,10,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2016,11,USA,CA,CCA,Monterey,INC,32.07,CHP,NSP
2016,12,USA,CA,CCA,Monterey,INC,191.85,CHP,NSP
2016,1,USA,CA,SCA,Los Angeles,LIV,0,CHP,NSP
2016,2,USA,CA,SCA,Los Angeles,LIV,0.045,CHP,SSP
2016,3,USA,CA,SCA,Los Angeles,LIV,1.56,CHP,SSP
2016,4,USA,CA,SCA,Los Angeles,LIV,0.68,CHP,NSP
2016,5,USA,CA,SCA,Los Angeles,LIV,3.039,CHP,NSP
2016,6,USA,CA,SCA,Los Angeles,LIV,3.089,CHP,SSP
2016,7,USA,CA,SCA,Los Angeles,LIV,4.636,CHP,SSP
2016,8,USA,CA,SCA,Los Angeles,LIV,1.27,CHP,SSP
2016,9,USA,CA,SCA,Los Angeles,LIV,2.767,CHP,SSP
2016,10,USA,CA,SCA,Los Angeles,LIV,2.019,CHP,SSP
2016,11,USA,CA,SCA,Los Angeles,LIV,2.019,CHP,SSP
2016,12,USA,CA,SCA,Los Angeles,LIV,0.907,CHP,NSP
2016,1,USA,CA,SCA,Oceanside,LIV,1.406,CHP,NSP
2016,2,USA,CA,SCA,Oceanside,LIV,1.27,CHP,SSP
2016,3,USA,CA,SCA,Oceanside,LIV,4.445,CHP,SSP
2016,4,USA,CA,SCA,Oceanside,LIV,9.526,CHP,NSP
2016,5,USA,CA,SCA,Oceanside,LIV,6.804,CHP,NSP
2016,6,USA,CA,SCA,Oceanside,LIV,14.288,CHP,SSP
2016,7,USA,CA,SCA,Oceanside,LIV,28.123,CHP,SSP
2016,8,USA,CA,SCA,Oceanside,LIV,17.69,CHP,SSP
2016,9,USA,CA,SCA,Oceanside,LIV,14.969,CHP,SSP
2016,10,USA,CA,SCA,Oceanside,LIV,10.886,CHP,SSP
2016,11,USA,CA,SCA,Oceanside,LIV,9.526,CHP,SSP
2016,12,USA,CA,SCA,Oceanside,LIV,5.443,CHP,NSP
2016,1,USA,CA,SCA,San Diego,LIV,14.719,CHP,NSP
2016,2,USA,CA,SCA,San Diego,LIV,11.839,CHP,SSP
2016,3,USA,CA,SCA,San Diego,LIV,28.661,CHP,SSP
2016,4,USA,CA,SCA,San Diego,LIV,67.132,CHP,NSP
2016,5,USA,CA,SCA,San Diego,LIV,53.785,CHP,NSP
2016,6,USA,CA,SCA,San Diego,LIV,110.01,CHP,SSP
2016,7,USA,CA,SCA,San Diego,LIV,221.372,CHP,SSP
2016,8,USA,CA,SCA,San Diego,LIV,214.406,CHP,SSP
2016,9,USA,CA,SCA,San Diego,LIV,170.076,CHP,SSP
2016,10,USA,CA,SCA,San Diego,LIV,93.464,CHP,SSP
2016,11,USA,CA,SCA,San Diego,LIV,37.977,CHP,SSP
2016,12,USA,CA,SCA,San Diego,LIV,28.282,CHP,NSP
2016,1,USA,CA,SCA,So. California,INC,0,CHP,NSP
2016,2,USA,CA,SCA,So. California,INC,30.93,CHP,SSP
2016,3,USA,CA,SCA,So. California,INC,1.76,CHP,SSP
2016,4,USA,CA,SCA,So. California,INC,3.03,CHP,NSP
2016,5,USA,CA,SCA,So. California,INC,24.65,CHP,NSP
2016,6,USA,CA,SCA,So. California,INC,30.75,CHP,SSP
2016,7,USA,CA,SCA,So. California,INC,17.21,CHP,SSP
2016,8,USA,CA,SCA,So. California,INC,21.73,CHP,SSP
2016,9,USA,CA,SCA,So. California,INC,3.19,CHP,SSP
2016,10,USA,CA,SCA,So. California,INC,30.59,CHP,SSP
2016,11,USA,CA,SCA,So. California,INC,11.19,CHP,SSP
2016,12,USA,CA,SCA,So. California,INC,14.78,CHP,NSP
2016,1,USA,OR,OR,Oregon,INC,0,CHP,NSP
2016,2,USA,OR,OR,Oregon,INC,0,CHP,NSP
2016,3,USA,OR,OR,Oregon,INC,0,CHP,NSP
2016,4,USA,OR,OR,Oregon,INC,0.3,CHP,NSP
2016,5,USA,OR,OR,Oregon,INC,0.7,CHP,NSP
2016,6,USA,OR,OR,Oregon,INC,0.4,CHP,NSP
2016,7,USA,OR,OR,Oregon,INC,0.5,CHP,NSP
2016,8,USA,OR,OR,Oregon,INC,0.1,CHP,NSP
2016,9,USA,OR,OR,Oregon,INC,2.1,CHP,NSP
2016,10,USA,OR,OR,Oregon,INC,0,CHP,NSP
2016,11,USA,OR,OR,Oregon,INC,0,CHP,NSP
2016,12,USA,OR,OR,Oregon,INC,0,CHP,NSP
2016,1,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,2,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,3,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,4,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,5,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,6,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,7,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,8,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,9,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,9,USA,WA,WA,Washington,QNT,85.2,CHP,NSP
2016,10,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,11,USA,WA,WA,Washington,INC,0,CHP,NSP
2016,12,USA,WA,WA,Washington,INC,0,CHP,NSP
2017,7,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2017,8,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2017,9,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2017,10,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2017,11,CANADA,BC,BC,Vancouver Island,DIR,0,CHP,NSP
2017,1,MÉXICO,BCN,ENS,Ensenada,DIR,5140.427,CHP,NSP
2017,2,MÉXICO,BCN,ENS,Ensenada,DIR,2795.96,CHP,NSP
2017,3,MÉXICO,BCN,ENS,Ensenada,DIR,1248.255,CHP,SSP
2017,4,MÉXICO,BCN,ENS,Ensenada,DIR,2072.941,CHP,SSP
2017,5,MÉXICO,BCN,ENS,Ensenada,DIR,5922.629,CHP,SSP
2017,6,MÉXICO,BCN,ENS,Ensenada,DIR,10989.935,CHP,SSP
2017,7,MÉXICO,BCN,ENS,Ensenada,DIR,17160.354,CHP,SSP
2017,8,MÉXICO,BCN,ENS,Ensenada,DIR,13100.942,CHP,SSP
2017,9,MÉXICO,BCN,ENS,Ensenada,DIR,11630.94,CHP,SSP
2017,10,MÉXICO,BCN,ENS,Ensenada,DIR,13944.986,CHP,SSP
2017,11,MÉXICO,BCN,ENS,Ensenada,DIR,11466.783,CHP,SSP
2017,12,MÉXICO,BCN,ENS,Ensenada,DIR,7270.696,CHP,SSP
2017,1,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2017,2,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2017,3,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2017,4,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2017,5,USA,CA,CCA,Monterey,INC,0.05,CHP,NSP
2017,6,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2017,7,USA,CA,CCA,Monterey,INC,6.75,CHP,NSP
2017,8,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2017,9,USA,CA,CCA,Monterey,INC,51.56,CHP,NSP
2017,10,USA,CA,CCA,Monterey,INC,128.04,CHP,NSP
2017,11,USA,CA,CCA,Monterey,INC,0,CHP,NSP
2017,12,USA,CA,CCA,Monterey,INC,191.85,CHP,NSP
2017,1,USA,CA,SCA,Los Angeles,LIV,1.633,CHP,NSP
2017,2,USA,CA,SCA,Los Angeles,LIV,0,CHP,NSP
2017,3,USA,CA,SCA,Los Angeles,LIV,0.273,CHP,NSP
2017,4,USA,CA,SCA,Los Angeles,LIV,1.633,CHP,SSP
2017,5,USA,CA,SCA,Los Angeles,LIV,8.147,CHP,SSP
2017,6,USA,CA,SCA,Los Angeles,LIV,0,CHP,SSP
2017,7,USA,CA,SCA,Los Angeles,LIV,1.724,CHP,SSP
2017,8,USA,CA,SCA,Los Angeles,LIV,3.221,CHP,SSP
2017,9,USA,CA,SCA,Los Angeles,LIV,3.447,CHP,SSP
2017,10,USA,CA,SCA,Los Angeles,LIV,3.152,CHP,SSP
2017,11,USA,CA,SCA,Los Angeles,LIV,2.54,CHP,SSP
2017,12,USA,CA,SCA,Los Angeles,LIV,0.907,CHP,SSP
2017,1,USA,CA,SCA,Oceanside,LIV,2.041,CHP,NSP
2017,2,USA,CA,SCA,Oceanside,LIV,2.722,CHP,NSP
2017,3,USA,CA,SCA,Oceanside,LIV,5.443,CHP,NSP
2017,4,USA,CA,SCA,Oceanside,LIV,6.804,CHP,SSP
2017,5,USA,CA,SCA,Oceanside,LIV,8.165,CHP,SSP
2017,6,USA,CA,SCA,Oceanside,LIV,8.165,CHP,SSP
2017,7,USA,CA,SCA,Oceanside,LIV,16.329,CHP,SSP
2017,8,USA,CA,SCA,Oceanside,LIV,24.494,CHP,SSP
2017,9,USA,CA,SCA,Oceanside,LIV,18.416,CHP,SSP
2017,10,USA,CA,SCA,Oceanside,LIV,12.247,CHP,SSP
2017,11,USA,CA,SCA,Oceanside,LIV,8.165,CHP,SSP
2017,12,USA,CA,SCA,Oceanside,LIV,5.443,CHP,SSP
2017,1,USA,CA,SCA,San Diego,LIV,52.311,CHP,NSP
2017,2,USA,CA,SCA,San Diego,LIV,14.776,CHP,NSP
2017,3,USA,CA,SCA,San Diego,LIV,38.136,CHP,NSP
