"","temp2","month","year","south.stock","north.stock"
"310",0.744140458535755,10,2007,1,0
"311",0.40951820368633,11,2007,0,1
"312",0.00671747227442177,12,2007,0,1
"313",9.21246585960933e-16,1,2008,0,1
"314",0.0011079860223311,2,2008,0,1
"315",0.00468763317139784,3,2008,0,1
"316",0.166112673655503,4,2008,0,1
"317",0.480951163385324,5,2008,0,1
"318",0.767456410621086,6,2008,1,0
"319",0.956447308803922,7,2008,1,0
"320",0.993670011560512,8,2008,1,0
"321",0.992314805473632,9,2008,1,0
"322",0.967331335501974,10,2008,1,0
"323",0.706475537378535,11,2008,1,0
"324",0.123324796428434,12,2008,0,1
"325",0.000512032837237133,1,2009,0,1
"326",0.000597480979271633,2,2009,0,1
"327",0.0261338089700897,3,2009,0,1
"328",0.0419355257500593,4,2009,0,1
"329",0.417250182021704,5,2009,0,1
"330",0.733692414430044,6,2009,1,0
"331",0.855265329061155,7,2009,1,0
"332",0.928620845471883,8,2009,1,0
"333",0.991382288838468,9,2009,1,0
"334",0.984288982171427,10,2009,1,0
"335",0.740187623213106,11,2009,1,0
"336",0.195221290518708,12,2009,0,1
"337",0.0901188037301431,1,2010,0,1
"338",0.017340971985121,2,2010,0,1
"339",0.0244719987205101,3,2010,0,1
"340",0.0686214988078786,4,2010,0,1
"341",0.137448492896974,5,2010,0,1
"342",0.414518556438552,6,2010,0,1
"343",0.688487503908237,7,2010,1,0
"344",0.7452416447858,8,2010,1,0
"345",0.800788409745216,9,2010,1,0
"346",0.90857975325313,10,2010,1,0
"347",0.488543779984705,11,2010,0,1
"348",8.70322019157488e-05,12,2010,0,1
"349",0.000522466039708459,1,2011,0,1
"350",0.000692460832685192,2,2011,0,1
"351",0.00567636014321997,3,2011,0,1
"352",0.118236998980465,4,2011,0,1
"353",0.346930978736602,5,2011,0,1
"354",0.588660033857378,6,2011,1,0
"355",0.931687135796096,7,2011,1,0
"356",0.910136916080221,8,2011,1,0
"357",0.909020420903794,9,2011,1,0
"358",0.846052290463024,10,2011,1,0
"359",0.338052709084189,11,2011,0,1
"360",0.00267510702845003,12,2011,0,1
"361",8.64453665292437e-05,1,2012,0,1
"362",8.70776732854595e-05,2,2012,0,1
"363",8.89605952560564e-16,3,2012,0,1
"364",0.0592927709774996,4,2012,0,1
"365",0.422872499376926,5,2012,0,1
"366",0.644053547292361,6,2012,1,0
"367",0.86219185174324,7,2012,1,0
"368",0.975186612302798,8,2012,1,0
"369",0.987790147231256,9,2012,1,0
"370",1,10,2012,1,0
"371",0.743640480734877,11,2012,1,0
"372",0.286681001103987,12,2012,0,1
"373",1.16573417585641e-15,1,2013,0,1
"374",0.000528262017962074,2,2013,0,1
"375",0.0343770225033223,3,2013,0,1
"376",0.190431574542818,4,2013,0,1
"377",0.580651731598555,5,2013,1,0
"378",0.791158525277253,6,2013,1,0
"379",0.932709887786252,7,2013,1,0
"380",0.952678475343767,8,2013,1,0
"381",0.970230479719005,9,2013,1,0
"382",0.965317478872101,10,2013,1,0
"383",0.842303575063126,11,2013,1,0
"384",0.215095420062652,12,2013,0,1
"385",0.142822419527338,1,2014,0,1
"386",0.181191969775687,2,2014,0,1
"387",0.404508025985334,3,2014,0,1
"388",0.323203071706019,4,2014,0,1
"389",0.678079418588393,5,2014,1,0
"390",0.920997024108131,6,2014,1,0
"391",0.995425709263081,7,2014,1,0
"392",0.999826434088346,8,2014,1,0
"393",1,9,2014,1,0
"394",0.999914376230843,10,2014,1,0
"395",0.999568975106389,11,2014,1,0
"396",0.866373347055808,12,2014,1,0
"397",0.70310948835826,1,2015,1,0
"398",0.793948747336501,2,2015,1,0
"399",0.778559068038071,3,2015,1,0
"400",0.705309199695513,4,2015,1,0
"401",0.636266505651946,5,2015,1,0
"402",0.82647184114639,6,2015,1,0
"403",0.961338903238024,7,2015,1,0
"404",0.999819282551731,8,2015,1,0
"405",1,9,2015,1,0
"406",1,10,2015,1,0
"407",0.998595752150256,11,2015,1,0
"408",0.815487376518668,12,2015,1,0
"409",0.354424244022171,1,2016,0,1
"410",0.610833495658819,2,2016,1,0
"411",0.553326999592881,3,2016,1,0
"412",0.433733065331805,4,2016,0,1
"413",0.416468267372575,5,2016,0,1
"414",0.726867850646772,6,2016,1,0
"415",0.972053241753882,7,2016,1,0
"416",0.997927461139898,8,2016,1,0
"417",0.999826974651788,9,2016,1,0
"418",0.999480923955361,10,2016,1,0
"419",0.925702676191245,11,2016,1,0
"420",0.316979787942147,12,2016,0,1
"421",0.0120141286708335,1,2017,0,1
"422",0.00240798073615534,2,2017,0,1
"423",0.274993864663659,3,2017,0,1
"424",0.535049607994631,4,2017,1,0
"425",0.641447073053232,5,2017,1,0
"426",0.78419388966258,6,2017,1,0
"427",0.979051732367466,7,2017,1,0
"428",0.999611273080662,8,2017,1,0
"429",0.998819675290265,9,2017,1,0
"430",0.998910675381265,10,2017,1,0
"431",0.965028114418359,11,2017,1,0
"432",0.790659598689852,12,2017,1,0
"433",0.437254530954634,1,2018,0,1
"434",0.312006699793641,2,2018,0,1
"435",0.020768769935032,3,2018,0,1
"436",0.113524346297672,4,2018,0,1
"437",0.506233014125557,5,2018,1,0
"438",0.829330485971545,6,2018,1,0
"439",0.990062950453686,7,2018,1,0
"440",0.998811808792616,8,2018,1,0
"441",1,9,2018,1,0
"442",1,10,2018,1,0
"443",0.990948237982249,11,2018,1,0
"444",0.793558477572415,12,2018,1,0
"445",0.237332559347788,1,2019,0,1
"446",0.0838514149950874,2,2019,0,1
"447",0.136898645879882,3,2019,0,1
"448",0.38536614848676,4,2019,0,1
"449",0.438356341434793,5,2019,0,1
"450",0.728149572396342,6,2019,1,0
"451",0.935973132292791,7,2019,1,0
"452",0.967350875518134,8,2019,1,0
"453",0.997726239199637,9,2019,1,0
"454",0.9960167103857,10,2019,1,0
"455",0.718257337930799,11,2019,1,0
"456",0.233147982440404,12,2019,0,1
"457",0.0193201014244577,1,2020,0,1
"458",0.073663827616545,2,2020,0,1
"459",0.203760511078681,3,2020,0,1
"460",0.377126327487027,4,2020,0,1
"461",0.786818022555165,5,2020,1,0
"462",0.903153330134091,6,2020,1,0
"463",0.966590786578028,7,2020,1,0
"464",0.969510175083052,8,2020,1,0
"465",0.999826929733473,9,2020,1,0
"466",0.999827109266944,10,2020,1,0
"467",0.747021299154584,11,2020,1,0
"468",0.263988946597142,12,2020,0,1
"469",0.00284164298630947,1,2021,0,1
"470",0.000950159799603687,2,2021,0,1
"471",0.0375907168056959,3,2021,0,1
"472",0.336934623776548,4,2021,0,1
"473",0.563232833579472,5,2021,1,0
"474",0.729164045446932,6,2021,1,0
"475",0.969756210322666,7,2021,1,0
"476",0.990649547195535,8,2021,1,0
"477",0.991438060511665,9,2021,1,0
"478",0.943113986951534,10,2021,1,0
"479",0.821834017045593,11,2021,1,0
"480",0.32474674352011,12,2021,0,1
